wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
Ses04M_impro04_F013,5,0.020814699662805206,0.026066699013329763,0.02160526006202918,0.035720740238747724,0.4260302323753635,0.1681254042961361,0.0009608917025297848,0.0008962471249918958
Ses05F_impro08_F002,5,0.043222573888582874,0.05761124235412192,0.04404493060408618,0.08562424137289258,0.3014763471177944,0.16886943140878688,0.004592687729905018,0.005776930045006477
Ses03F_script03_1_F002,3,0.01096517232087263,0.013614261342182604,0.011308421906219442,0.019041183695738574,0.4002313475997687,0.16871382326307605,0.00028938432714162304,0.00024942454831521185
Ses03M_script02_2_F048,1,0.0011588955003224975,0.0013577620956838608,0.0012106398498854514,0.0022289618695739504,0.0,0.16804005397730742,8.163217135630226e-06,3.726449519265809e-06
Ses05M_script03_1_F000,3,0.011315188999772375,0.012433102720929899,0.011790976381695007,0.014174285487989293,0.244585823533192,0.16925675775780122,0.00022471919504633693,0.0001187522313588296
Ses02M_script02_2_M038,2,0.007465307844590714,0.010674405740855965,0.00781748619552728,0.017521637055816035,0.4131800088456435,0.16893813836471827,0.00020515125120774863,0.0002199413677144859
Ses03F_script01_1_M005,5,0.003477397234299383,0.005474455149036244,0.0036955264507464282,0.010126671688032426,0.3822998356105317,0.16848659891014267,6.952614496832571e-05,6.868556282120145e-05
Ses04M_script03_1_F001,3,0.04598297163139194,0.05432162353921639,0.04709779652307319,0.0683240249501604,0.31626124133864075,0.1692292452163625,0.003739475508666317,0.002933603707790818
Ses03F_script01_1_M003,5,0.004327148769972427,0.006002443373296813,0.0047144758615185155,0.009585689333887605,0.4274275953575623,0.16870078355934445,7.621934997001814e-05,0.0001072301141488334
Ses03F_script01_3_F035,1,0.0037501486116729562,0.005992663590901507,0.00392962123998106,0.01121908217485117,0.4488740743546523,0.16786580627966527,8.094208887027599e-05,7.42979233777832e-05
Ses04M_impro06_M000,2,0.004383802032413857,0.005931898961664791,0.00442902189555023,0.00997362569615676,0.12149880194992975,0.1679521337352954,7.395388104442343e-05,9.209071637491805e-05
Ses04M_script03_1_F006,1,0.01253231649501342,0.018602448028779816,0.012872092039950645,0.030827356382848992,0.6666353383458646,0.16745789242357867,0.0005651143929522974,0.00041904009458719477
Ses02M_script03_1_M006,3,0.02812057027416877,0.036621548058766454,0.029341756726497064,0.051988455899782925,0.5063995867531423,0.16896003477234392,0.0018753772645004941,0.0012931116022177722
Ses05F_impro05_M020,2,0.05954990255337074,0.0624109816717707,0.06203700892430003,0.05257846652535351,0.09910490511994272,0.16938527100351317,0.004389508236545253,0.001753860479017106
Ses04M_impro07_M002,1,0.027572941850223298,0.044783400278739977,0.029493412540597775,0.0762926170331768,0.6959436808581965,0.169330467867738,0.0030828056211663216,0.001329220451276922
Ses01M_impro07_F024,1,0.05008847311006764,0.059853263056997244,0.05239361107428322,0.07420489894566534,0.3811505507955936,0.16859026796321874,0.004558219473838964,0.0032567792507522805
Ses03M_impro07_F005,4,0.02207447747808617,0.034277793454284125,0.022702142754768145,0.05751749750610575,0.43571984147561027,0.16837075604960805,0.0018167640908828531,0.0014937164169928174
Ses05M_impro04_M027,2,0.013300089670414135,0.022378591590288047,0.014341167195785185,0.038596207314414877,0.7708159287106655,0.16843628544209377,0.0008390118832483156,0.000519540695343292
Ses04M_impro01_M003,5,0.013755098396724568,0.018831642716835285,0.014266562725250662,0.028955050583773456,0.39935364727608497,0.167982143048146,0.0005570123331075912,0.00035193937111601135
Ses01M_script01_1_M040,2,0.16621029481197083,0.24472814786145725,0.16671719243570834,0.39795329923476724,0.5804430430916,0.16152066202434345,0.08260275953672358,0.04874132247250595
Ses05F_script03_2_M010,5,0.008404949836623841,0.011908947049359945,0.008462080225421133,0.019845077356986745,0.6351088990080836,0.16772091291064248,0.00024745738108803605,0.00037919803205109704
Ses04F_script03_1_M001,3,0.06791801332089634,0.08281201279977964,0.07072677111905831,0.1076165366786301,0.3613199665831245,0.1687145683076391,0.008727949659535496,0.0030323886272333564
Ses05F_impro05_M039,5,0.021420793821012703,0.027063343681977863,0.022377576411110215,0.0371964839657008,0.3681373244431834,0.1691829106885259,0.0010405860779480773,0.0008643106006884902
Ses02M_impro03_F018,1,0.05348066404973045,0.06707029696142112,0.05590881801892234,0.08855846972516221,0.204187795069068,0.17205703738238773,0.0059405394610431515,0.002741232500543151
Ses04F_script02_2_F002,0,0.033138694502038116,0.04572372896413264,0.03415407529684377,0.06963605467945103,0.5371775958884553,0.16859922309273231,0.002967837608365295,0.003004801931036981
Ses01F_script03_1_M003,3,0.06114737771661442,0.07181973485666497,0.06340276427359402,0.08715241317395915,0.3746165413533835,0.16908967528507446,0.006427659309385624,0.0037731195058549227
Ses03M_impro07_F016,1,0.0076363729518086915,0.01054476747047481,0.007910949111509628,0.016908356767175527,0.4413265306122449,0.16867145147883078,0.00019691829674967282,0.0001680467859753564
Ses04M_script01_1_F008,4,0.0031216696189095656,0.004664141043274409,0.00314652760364366,0.008831333146275369,0.0,0.16771067789210534,5.295601708754963e-05,5.0886032010487834e-05
Ses04M_impro01_F012,5,0.02652046523608275,0.033539343769969296,0.027742446739093853,0.04584320828694823,0.41661092232360264,0.16943029796568274,0.0015589151908735903,0.0008944976846723573
Ses01M_impro02_M023,2,0.026031045176805233,0.042801099490891434,0.02611472966038465,0.07455992482284658,0.45441113701283775,0.1684786965609899,0.0028539669879218536,0.004028002300561555
Ses01M_script01_1_M005,2,0.011985781101826846,0.01402225615003471,0.012333314425171618,0.017756858297904278,0.058857551117613024,0.16847469350383107,0.0002941797576596447,0.00039543098950612233
Ses01F_script02_2_M010,2,0.05898856647737653,0.08769282094602476,0.0602532697135064,0.14118860054326235,0.6734857448189,0.16972470336597134,0.01097350858270452,0.013077303319484595
Ses03M_impro08a_F005,2,0.0012359043451617728,0.0018680592609826366,0.0012756453606989461,0.004092240852313815,0.0,0.16782833530813923,1.4069097113471975e-05,1.8335425748094423e-05
Ses01F_script01_1_M030,2,0.0849045118636404,0.11963620951050795,0.08481772649170252,0.18792456762713952,0.6528301886792452,0.16950333547088858,0.01956816831296623,0.018241618642941253
Ses04M_impro07_F000,4,0.10091677695778023,0.12343631550825418,0.10385576929712202,0.16079869646606376,0.370213996529786,0.16868757477000967,0.019185411729505705,0.006859315372825659
Ses05M_impro07_F041,1,0.0753603800544675,0.08145773861712702,0.07774747790272643,0.08167749625083802,0.1906861394323505,0.16976426436904118,0.007605121607872226,0.0038944666178986893
Ses04F_script02_1_F010,2,0.017219142151839506,0.027172401509009885,0.01766921235379243,0.046292782259856204,0.766284523189161,0.16844114638620764,0.001172409881942205,0.0007490312845509694
Ses02F_impro01_F001,4,0.01486613589814211,0.017499787410556383,0.015930550315878388,0.02042349540163679,0.23358572487556922,0.1685278890804822,0.0004409048871773404,0.00026010159464526944
Ses02F_script03_1_F000,3,0.017400066305212097,0.0242655669112765,0.0182839089610632,0.03714114553757573,0.5781119465329991,0.16882565576907319,0.0008965444096860778,0.000623956317685784
Ses05F_script02_2_F015,1,0.006402603861370379,0.00922217698308477,0.006557536851583396,0.015644413175479984,0.4675249314023759,0.16794305757608696,0.00015965673499905578,0.00037486096870605187
Ses02F_script03_2_M037,0,0.05212977739815578,0.0636852781629724,0.05366500190630523,0.08359639844181835,0.4280251911830859,0.1695974732130102,0.005191874387378309,0.00353023899367925
Ses05F_impro04_F016,2,0.010866101880833914,0.014481234740204178,0.011197883795319441,0.02209757832783459,0.5734083730035147,0.16844181934690824,0.00033886959660816787,0.0003463624620808826
Ses03M_impro08b_M007,5,0.06465811667270169,0.09367078612118411,0.06709705676239583,0.14641578620146153,0.45254787067071256,0.17009238015467676,0.012409143332971715,0.014412850077553739
Ses05M_script02_1_M001,1,0.012493198423426633,0.022688921639692626,0.013107604292149265,0.041294350207483094,0.727066517749197,0.1686214742241549,0.00088308547579626,0.0012118435244876866
Ses04M_impro08_F000,2,0.02148668008597137,0.02948358966166589,0.02219583493114089,0.04503104722300541,0.5184654758589595,0.16778785959645245,0.001283192293542756,0.001723487726536063
Ses04F_script01_2_M014,2,0.020790545543959517,0.027507016013175862,0.02135311531907404,0.04138744367491331,0.5002891844997108,0.16858493126561302,0.001102268714897635,0.0005289428065638013
Ses01M_script03_1_F002,3,0.008198536262132475,0.009041636632606655,0.008502585198303471,0.010233442282931058,0.0,0.16872070842883713,0.00012995847332017025,9.72250210944806e-05
Ses02M_script01_2_M017,0,0.03369224277776488,0.04520263113788005,0.03527595009973722,0.06587046043850156,0.35576119786646104,0.16944942092445428,0.002861472656212481,0.002543087972795889
Ses03F_impro03_F007,1,0.020278939031873215,0.033634203507559995,0.02156975119789669,0.057459770546492664,0.5495311311987836,0.16880549613756934,0.0017938201510416518,0.0011006141604358083
Ses04F_impro06_F006,2,0.008182606383397883,0.012182931054318788,0.008261114223277667,0.020941019885429266,0.7294412501842842,0.1677644932119883,0.00026350507314347005,0.00028412992812493887
Ses05F_impro03_F039,1,0.04259115814372585,0.06285429472610374,0.044745846087728164,0.09907164072781256,0.47241237421913,0.16898226258775179,0.005715739974250955,0.004198310420235939
Ses01F_script01_1_F002,4,0.019944619440383574,0.028969491081004793,0.020602721645352984,0.04647706627093982,0.7367090292101937,0.16922338826905356,0.0012811211567233475,0.0014283650855352397
Ses02M_impro04_F016,5,0.012882432891463928,0.016256099977594484,0.013148838526882926,0.023370221705135995,0.4396480712270186,0.1690280495452114,0.000404401682819951,0.000505723107460046
Ses05F_script03_2_M024,0,0.025259588069916426,0.02870216780299135,0.025119657358300483,0.03586295306334388,0.3771696900243173,0.1694324182991465,0.0010647465663199706,0.0014734632082090365
Ses04F_impro03_F040,1,0.04648601858554679,0.07489889460669534,0.051756776367354596,0.1205221295180694,0.5515187969924812,0.1687310039622217,0.00835194178444334,0.003975702472699023
Ses02F_impro07_M009,1,0.05007249723485716,0.055266872987004,0.051680776410026066,0.058282156807834745,0.2759170653907496,0.1694237568446279,0.0036358597113457665,0.0018784864323441743
Ses03M_script01_2_M014,0,0.07242257460642285,0.09563444975432644,0.07462017349112031,0.1383240802176953,0.4079386912949499,0.16909845687936373,0.012149047712789813,0.009503594546248778
Ses02M_impro08_F018,3,0.03129543664324868,0.0336312840503684,0.03220132777246578,0.033284291615603805,0.19089532705483844,0.16877037723577584,0.0013672427994956304,0.0016041707355375719
Ses01M_script03_1_F002,3,0.008198536262132475,0.009041636632606655,0.008502585198303471,0.010233442282931058,0.0,0.16872070842883713,0.00012995847332017025,9.72250210944806e-05
Ses05M_script01_1_M013,0,0.05741671591573419,0.07118415811468458,0.05798089036311233,0.0981161458262182,0.4168738275709558,0.16854020563178676,0.0065398184711097035,0.006180939347956858
Ses05F_impro07_F030,1,0.13391056876185134,0.19657355109672223,0.13745254760290898,0.3114655342952883,0.49199423429038913,0.1675033703993466,0.05384028431499506,0.02616325868036895
Ses02F_script03_1_F001,3,0.025118457539425237,0.02908510637614992,0.02562067644312494,0.03580537864491014,0.39062827347005286,0.16915682113592648,0.0011096277467382725,0.0010162577519648615
Ses03F_impro08_F003,5,0.017565413804695403,0.02238854755141269,0.018368361647351988,0.03133804888741859,0.37521688837478306,0.1691243178994216,0.0007336992009272684,0.0005375843573842376
Ses03F_impro04_F017,2,0.007842636598855776,0.010559059770294053,0.008111649375492361,0.016547559565806166,0.3883404162580364,0.16864860285228203,0.0001947607405820037,0.00011620177242674965
Ses04F_script01_1_F029,0,0.05561594686264189,0.06617181205490116,0.057192503939730306,0.08357182724034053,0.2714612618502779,0.16919844387094973,0.005531492253962517,0.0026153116816798393
Ses01M_script02_2_F039,4,0.05974695707393386,0.09247720450433401,0.06125627656959541,0.15260735036446912,0.7229907292503102,0.16814700507093347,0.012358538176110758,0.011280228294854241
Ses02M_script02_1_M022,4,0.019243324164001527,0.03156366698298661,0.019966604633870434,0.0542821100664958,0.7926456766917294,0.16855508569882025,0.0015773395770854902,0.0009894139290731723
Ses01M_impro06_F006,2,0.009143489618216346,0.01132552533227669,0.009319508256730353,0.016229876098552847,0.005966751741739672,0.16821061756663377,0.0002102361777887975,0.0003291413757132041
Ses02F_script02_1_M010,5,0.019344879115974073,0.027782597336463224,0.020638476295597143,0.04301208240805246,0.5130028040398025,0.16932947987386096,0.0011762899683750352,0.0011113391422445883
Ses01M_impro05_F013,5,0.1121593584838897,0.14387628426449475,0.11264657560818696,0.2060291424678785,0.3920074157997734,0.16943434863378773,0.026840763732674067,0.04711044089932648
Ses03F_script01_3_M012,1,0.003075169288502993,0.00497370330471201,0.003216887781769902,0.009583345247851134,0.3023888133618178,0.16845713992643419,6.0277806980777705e-05,5.810710295903534e-05
Ses01M_impro05_M009,2,0.0561101842627521,0.0659133935205186,0.05838492513987461,0.07975751858967244,0.3035087719298245,0.16932975592835622,0.005441792942697862,0.003564117156170815
Ses04M_script03_2_F039,0,0.012878579369915908,0.01783194552549005,0.013448650160854225,0.02764641955975199,0.6152934202726733,0.16829343462715726,0.0005045929925933115,0.000273458274205276
Ses02F_impro04_M010,5,0.01754244014502461,0.021257051638138326,0.018862243681813926,0.026063681913224054,0.32600708319918187,0.1696827242607913,0.000644019494401468,0.0009319803853965572
Ses02F_script01_1_M021,0,0.03579162727240117,0.041762187895063016,0.037350824405600204,0.04947431388381077,0.22668704957414282,0.16890573622360558,0.0022380865482320407,0.0015905384449398446
Ses02M_impro08_F020,4,0.03481398797787294,0.04087064634662223,0.03618347049724455,0.04915931909202063,0.2040395105410585,0.16978017697065928,0.00216501057463034,0.0007727631633938304
Ses01M_impro04_F016,5,0.015432764026689546,0.02142219923706637,0.015942783235236086,0.033330820516267366,0.14116687066503467,0.16682779100769982,0.0007144065925567634,0.0002607801977741585
Ses02F_impro03_M014,5,0.02402380953038296,0.03433971415663299,0.025018971800556726,0.053418282536917626,0.5515187969924812,0.169439564390691,0.0017523468566959443,0.0006231460593897969
